clip_name,source_time_seconds,duration_ms,score,average_abs,peak_abs,file_path
01_t0000.242_score561.wav,0.242,220.0,560.82,432.66,1932,/Users/castao/Desktop/KeyboardSoundApp/farming_candidates_second_pass/villager/01_t0000.242_score561.wav
02_t0000.278_score605.wav,0.278,220.0,605.18,393.53,2368,/Users/castao/Desktop/KeyboardSoundApp/farming_candidates_second_pass/villager/02_t0000.278_score605.wav
