clip_name,source_time_seconds,duration_ms,score,average_abs,peak_abs,file_path
01_t0000.171_score12328.wav,0.171,77.4,12327.64,9551.25,22087,/Users/castao/Desktop/KeyboardSoundApp/battle_candidates_v2/taolao111-punch-knuckle-blunt-medium-503895-dup/01_t0000.171_score12328.wav
02_t0000.286_score16327.wav,0.286,105.3,16326.83,17881.18,30975,/Users/castao/Desktop/KeyboardSoundApp/battle_candidates_v2/taolao111-punch-knuckle-blunt-medium-503895-dup/02_t0000.286_score16327.wav
