clip_name,source_time_seconds,duration_ms,score,average_abs,peak_abs,file_path
01_t0000.168_score6786.wav,0.168,240.0,6785.63,7056.24,20090,/Users/castao/Desktop/KeyboardSoundApp/battle_candidates_v2/freesound_crunchpixstudio-rpg-sword-attack-combo-3-388917/01_t0000.168_score6786.wav
