clip_name,source_time_seconds,duration_ms,score,average_abs,peak_abs,file_path
01_t0000.243_score10381.wav,0.243,240.0,10380.63,11337.13,30715,/Users/castao/Desktop/KeyboardSoundApp/battle_candidates/freesound_crunchpixstudio-rpg-sword-attack-combo19-388939/01_t0000.243_score10381.wav
02_t0000.355_score10224.wav,0.355,240.0,10223.77,10341.53,30276,/Users/castao/Desktop/KeyboardSoundApp/battle_candidates/freesound_crunchpixstudio-rpg-sword-attack-combo19-388939/02_t0000.355_score10224.wav
