clip_name,source_time_seconds,duration_ms,score,average_abs,peak_abs,file_path
00_full_trimmed.wav,0.000,3106.7,0,0,0,/Users/castao/Desktop/KeyboardSoundApp/farming_candidates_v2/water/00_full_trimmed.wav
